protein_id,molecular_weight,isoelectric_point,hydrophobicity,sequence_length,hydrophobic_aa_percent,charged_aa_percent,solubility,aa_A,aa_R,aa_N,aa_D,aa_C,aa_Q,aa_E,aa_G,aa_H,aa_I,aa_L,aa_K,aa_M,aa_F,aa_P,aa_S,aa_T,aa_W,aa_Y,aa_V
PROT_0123,51.88,6.63,1.315,671,30.24,23.04,0,3.76,3.53,6.13,8.82,7.66,6.41,6.9,3.67,1.01,2.63,6.6,3.79,7.37,6.82,1.31,4.51,4.36,2.28,4.31,8.15
PROT_0124,78.77,7.04,-1.786,419,39.21,14.71,0,7.09,2.74,4.58,7.42,1.18,1.07,3.03,1.76,3.69,8.14,2.22,1.52,8.58,8.88,3.66,8.94,8.19,6.65,4.42,6.23
PROT_0125,117.59,7.31,-1.538,487,31.49,19.15,1,9.75,4.68,5.98,9.31,5.85,6.93,3.67,1.86,4.53,5.94,5.41,1.49,1.03,1.79,8.4,6.61,5.31,1.87,2.86,6.73
PROT_0126,73.13,9.89,1.274,508,33.52,20.56,0,5.39,6.94,1.82,5.89,2.66,8.95,4.32,5.0,3.36,5.18,3.03,3.41,1.55,7.76,7.0,1.77,4.09,5.86,9.72,6.3
PROT_0127,23.23,8.78,-1.192,722,30.41,28.8,1,6.66,8.74,5.7,2.89,3.42,4.22,8.05,1.22,5.69,5.24,5.69,9.12,2.16,8.85,4.67,8.84,2.32,2.69,2.53,1.28
PROT_0128,112.12,7.94,-1.596,372,37.21,21.33,1,7.2,2.81,7.79,7.81,1.36,3.8,3.87,3.33,2.95,4.34,7.5,6.84,5.59,4.83,4.04,4.0,1.98,5.33,6.62,8.01
PROT_0129,47.65,9.9,1.433,781,35.93,20.39,0,7.94,7.92,3.01,6.14,5.47,4.68,2.27,4.12,5.84,6.34,4.11,4.06,7.93,6.42,1.29,4.7,3.04,3.87,3.6,7.25
PROT_0130,96.95,7.67,0.275,257,32.76,21.01,0,8.92,2.79,3.39,7.04,7.29,3.56,6.91,5.89,1.65,4.55,8.43,4.27,4.9,5.17,3.99,1.38,7.43,1.45,6.76,4.24
PROT_0131,42.16,9.82,-1.638,108,42.41,13.95,1,8.82,2.79,1.51,1.29,1.45,4.22,2.78,4.29,5.15,4.55,9.25,7.09,3.16,5.37,4.99,9.59,5.24,5.93,4.07,8.49
PROT_0132,89.48,5.93,1.582,437,31.95,19.19,0,1.28,7.71,7.12,2.6,2.66,2.69,2.54,6.09,4.99,7.79,8.61,6.34,4.67,1.94,2.27,7.28,2.67,5.75,8.42,6.58
PROT_0133,108.7,6.09,-1.4,326,28.93,22.8,1,2.9,4.61,6.29,7.47,4.06,1.7,4.97,6.18,7.62,3.88,6.06,5.75,3.27,1.75,1.4,8.78,6.0,7.77,2.97,6.57
PROT_0134,85.55,7.55,1.382,753,30.9,18.7,0,6.6,6.58,5.12,5.55,5.7,5.99,5.52,7.98,2.67,3.81,3.59,1.05,5.9,4.92,2.17,6.03,2.4,4.65,6.45,7.33
PROT_0135,76.28,10.61,-1.715,279,34.47,15.68,1,2.65,1.89,2.17,3.36,8.35,7.93,2.67,7.18,4.06,1.82,4.23,7.76,3.8,8.16,4.02,3.37,3.68,8.74,5.28,8.87
PROT_0136,36.99,9.41,0.305,242,28.66,21.22,1,1.83,6.28,5.09,4.16,7.79,2.08,8.76,3.6,8.72,7.97,8.71,2.02,7.73,2.31,1.52,3.52,8.71,3.37,1.34,4.47
PROT_0137,25.78,7.52,-0.776,146,34.28,24.7,1,7.31,7.27,1.96,4.45,4.41,4.41,4.8,0.94,5.26,6.87,8.66,8.18,7.08,5.24,1.05,0.94,6.89,2.75,8.06,3.45
PROT_0138,53.49,8.55,-1.851,735,21.68,25.19,1,3.15,3.09,6.45,5.44,3.45,7.69,8.51,3.49,7.79,3.62,2.3,8.15,7.92,3.96,2.61,6.45,1.86,6.5,5.39,2.15
PROT_0139,58.98,10.29,0.046,712,36.64,18.38,0,8.69,7.23,6.94,1.57,2.16,9.33,1.57,2.23,5.47,2.31,3.58,8.01,3.12,7.85,1.19,5.24,2.09,6.22,7.23,7.99
PROT_0140,114.69,9.46,-1.7,183,22.76,30.9,1,3.27,7.44,5.05,5.98,7.38,7.82,9.0,3.89,4.32,2.25,5.47,8.48,6.63,4.91,2.87,1.03,1.66,1.84,5.69,5.02
PROT_0141,43.17,9.13,-0.51,430,34.12,16.03,1,5.62,4.22,8.09,2.79,1.2,6.87,7.33,7.16,3.5,5.86,3.99,1.69,7.16,7.45,0.9,1.86,5.64,3.27,7.48,7.93
PROT_0142,79.19,10.04,1.52,213,22.35,23.28,0,1.7,3.86,4.28,7.15,6.04,4.45,4.02,7.53,2.1,1.84,6.32,8.25,7.21,1.62,7.71,4.48,5.13,4.15,5.45,6.72
PROT_0143,86.01,6.69,1.356,651,33.56,18.83,0,8.5,1.85,4.3,1.29,3.07,3.5,6.72,6.5,7.24,5.66,5.57,8.97,6.43,3.7,5.22,6.69,1.7,6.37,2.96,3.76
PROT_0144,27.46,7.48,0.613,185,25.35,18.63,1,1.38,6.29,2.24,8.01,8.03,8.18,1.55,5.03,2.94,9.02,1.35,2.78,6.29,4.29,2.89,4.76,7.61,4.66,8.07,4.65
PROT_0145,26.97,9.32,-1.113,429,36.49,15.62,1,4.65,5.93,0.99,1.79,6.35,6.48,3.69,5.5,2.82,6.94,9.42,4.21,1.47,2.96,5.02,5.96,6.49,5.18,6.82,7.34
PROT_0146,112.3,9.86,0.355,541,36.46,22.49,0,7.82,8.94,3.35,5.26,6.76,1.3,2.29,2.09,6.88,6.92,1.81,6.0,2.48,8.66,4.19,4.72,7.42,6.88,1.82,4.37
PROT_0147,117.85,10.41,1.049,360,36.25,22.97,0,5.87,8.14,1.87,4.65,4.89,1.22,7.98,7.25,4.53,4.73,7.87,2.2,5.26,6.42,1.83,3.8,5.43,7.58,4.69,3.78
PROT_0148,115.62,7.53,0.777,410,32.58,22.26,0,7.41,7.45,3.89,1.68,3.61,5.59,5.92,2.83,5.6,6.7,5.67,7.21,5.13,2.15,5.07,2.77,3.15,5.4,7.53,5.25
PROT_0149,103.14,8.83,-0.819,634,26.34,23.22,0,1.99,4.08,5.2,6.0,6.85,4.65,7.56,8.38,3.49,8.43,8.09,5.58,1.2,2.26,6.87,2.74,7.58,2.39,3.5,3.18
PROT_0150,36.32,10.08,1.442,533,35.65,22.54,0,3.63,4.36,5.63,6.09,5.21,2.59,5.87,3.87,4.81,7.02,6.25,6.22,1.22,3.81,4.08,6.96,6.16,8.33,1.28,6.61
PROT_0151,49.71,8.97,-1.381,237,26.71,22.95,1,8.19,6.53,6.07,6.93,5.27,5.72,7.1,8.61,3.24,2.31,6.35,2.39,2.28,5.0,3.91,4.32,5.35,1.93,5.56,2.93
PROT_0152,45.83,10.65,0.473,566,30.28,23.01,1,5.2,6.5,5.41,7.01,3.03,6.62,4.86,1.35,6.02,4.68,7.85,4.64,6.6,1.99,4.81,3.78,3.38,7.31,5.69,3.25
PROT_0153,61.78,4.31,1.593,277,29.58,23.79,0,6.14,7.17,0.79,5.12,3.66,6.67,4.76,4.81,7.02,5.21,2.84,6.74,6.93,3.26,4.28,2.59,6.71,6.13,3.19,6.0
PROT_0154,63.22,6.32,-1.65,135,31.07,18.34,1,4.55,7.71,2.03,7.77,4.73,0.86,1.29,5.69,6.44,7.11,3.9,1.57,4.72,5.93,7.92,6.45,5.52,7.65,6.25,1.93
PROT_0155,46.64,4.61,1.061,528,41.09,20.01,0,7.24,5.35,5.49,2.71,2.96,3.99,5.93,4.35,1.02,6.27,5.16,6.02,5.83,6.93,5.57,6.49,1.47,8.31,1.74,7.18
PROT_0156,77.65,7.76,1.788,392,24.52,25.9,0,3.91,5.97,4.52,4.98,1.91,3.88,7.02,5.08,8.28,1.97,6.09,7.93,7.0,6.5,3.74,8.2,5.14,5.15,1.81,0.9
PROT_0157,25.31,9.08,-0.051,418,24.72,20.64,1,6.52,7.7,3.45,3.97,5.74,4.73,2.06,2.52,7.18,2.32,2.22,6.91,7.31,7.3,7.92,8.39,4.34,5.01,3.05,1.35
PROT_0158,29.1,9.13,1.512,553,35.73,22.91,0,2.16,6.93,1.91,6.6,9.14,3.88,5.08,6.58,3.77,6.28,6.12,4.3,3.86,4.88,1.05,3.23,3.01,7.69,4.95,8.6
PROT_0159,72.92,7.8,1.995,563,32.04,17.0,0,4.29,3.81,6.06,2.62,6.56,8.71,8.86,2.3,5.94,3.42,9.12,1.71,1.7,1.19,5.65,1.3,6.33,4.72,6.41,9.3
PROT_0160,116.61,9.15,-0.066,447,30.98,22.09,0,6.76,3.64,2.55,6.74,6.44,3.07,4.39,4.74,3.88,4.68,5.91,7.32,7.0,5.53,2.11,4.77,4.25,2.22,8.09,5.88
PROT_0161,83.64,6.56,0.613,159,22.92,28.93,1,2.99,5.43,1.58,4.36,1.4,2.88,9.24,4.28,5.27,5.13,1.43,9.9,3.95,7.39,5.74,8.53,8.58,3.4,5.94,2.58
PROT_0162,49.67,4.79,0.701,570,31.08,23.58,0,3.0,8.98,2.77,4.28,7.69,3.78,7.49,8.27,0.97,8.23,4.56,2.83,5.18,3.25,2.16,2.22,5.91,7.69,6.4,4.35
PROT_0163,37.74,8.25,-0.114,573,27.01,17.71,1,5.19,5.61,3.86,2.63,1.77,5.21,1.82,4.62,7.41,1.91,2.05,7.65,4.65,3.82,7.99,5.54,7.32,6.21,6.9,7.83
PROT_0164,33.63,10.31,0.399,624,31.9,16.81,1,2.75,4.35,2.12,5.78,7.32,6.12,5.18,2.32,6.64,8.62,5.9,1.5,4.08,2.03,1.06,5.28,8.51,6.63,7.82,5.97
PROT_0165,75.49,6.98,-0.982,318,35.95,20.88,1,5.86,1.39,5.23,6.88,4.42,0.76,7.12,5.36,3.68,3.61,6.69,5.49,3.67,7.13,4.03,5.97,3.13,6.22,6.92,6.44
PROT_0166,86.46,9.28,-0.347,650,28.14,21.49,0,3.53,8.83,4.65,2.68,7.34,8.05,6.16,2.05,1.06,6.85,7.14,3.82,4.23,2.38,6.82,3.26,8.64,4.78,4.26,3.46
PROT_0167,55.86,8.45,1.217,228,15.3,24.76,0,2.26,5.23,4.64,8.58,5.38,6.91,3.97,1.94,7.61,1.8,2.66,6.98,8.28,1.65,4.84,7.0,7.12,5.66,6.21,1.27
PROT_0168,18.53,8.2,0.063,317,36.43,16.54,1,8.23,4.34,1.39,2.64,1.52,1.18,3.93,8.7,5.76,5.02,6.53,5.63,8.39,7.4,5.97,4.37,2.48,6.1,7.27,3.15
PROT_0169,78.67,5.36,1.719,668,24.21,18.21,0,2.56,1.34,3.19,1.02,2.45,10.1,8.12,4.23,4.62,6.36,5.73,7.73,1.64,1.84,3.61,8.58,9.36,4.19,9.8,3.53
PROT_0170,17.87,4.81,-1.73,728,26.97,16.63,1,2.56,3.56,1.5,1.26,2.79,7.27,6.28,7.34,6.78,6.35,4.71,5.53,7.4,4.63,6.05,5.97,7.37,3.92,3.93,4.8
PROT_0171,67.39,5.4,0.942,351,39.37,19.32,0,6.0,2.6,3.25,8.12,4.78,0.92,7.18,2.74,1.55,5.97,7.1,1.42,7.94,4.47,3.54,7.65,2.89,8.06,6.05,7.77
PROT_0172,95.25,7.58,-0.408,670,22.1,20.44,0,2.6,7.24,7.25,3.57,6.81,1.77,1.45,8.16,4.62,0.9,7.41,8.18,7.34,3.69,3.26,7.72,7.59,5.25,2.95,2.25
PROT_0173,64.49,8.29,-0.536,590,22.56,27.57,1,1.44,7.94,5.14,5.69,5.35,4.4,6.96,2.49,9.49,7.06,4.98,6.98,1.07,2.81,6.04,3.81,6.31,3.23,5.75,3.04
PROT_0174,119.53,9.95,0.068,403,29.6,23.87,0,3.25,8.19,4.88,9.74,3.94,2.94,2.44,6.93,3.43,2.13,3.85,3.5,5.48,4.96,2.59,10.8,2.63,9.25,2.9,6.16
PROT_0175,75.47,8.54,-1.302,371,31.81,21.88,1,3.49,5.71,5.76,4.32,6.8,1.45,7.85,4.99,6.29,4.76,3.78,4.0,5.7,8.85,3.13,1.11,1.97,8.3,9.11,2.63
PROT_0176,78.57,6.77,1.551,451,30.06,17.22,0,3.29,4.68,6.67,4.2,1.43,5.46,4.33,8.04,7.38,5.66,7.83,4.01,5.45,3.89,7.67,1.43,3.43,3.2,5.76,6.19
PROT_0177,31.3,8.58,1.542,396,31.53,21.84,0,6.46,9.97,4.86,2.73,1.24,7.77,7.16,9.74,7.52,1.77,2.57,1.98,1.62,9.16,6.11,1.27,4.7,8.11,1.8,3.46
PROT_0178,74.22,7.66,0.558,397,31.98,16.33,1,2.84,3.13,5.83,1.92,7.51,1.1,6.13,7.68,3.45,4.64,8.59,5.15,3.03,4.4,8.55,6.4,2.28,5.6,5.87,5.91
PROT_0179,72.56,5.32,1.529,527,32.27,13.45,0,5.23,2.98,1.77,3.7,4.62,2.35,1.07,5.6,7.67,2.18,3.51,5.7,7.05,5.32,7.64,3.62,7.73,8.02,6.24,8.01
PROT_0180,62.54,8.9,-0.032,408,30.72,26.5,1,3.31,7.59,6.95,8.63,3.05,1.75,6.76,5.76,8.37,6.65,7.39,3.52,6.97,5.9,3.49,2.75,1.65,2.27,2.03,5.2
PROT_0181,42.98,6.75,0.173,265,19.1,34.92,1,2.83,11.63,1.43,11.66,4.23,2.54,5.91,1.28,2.17,1.35,3.53,5.72,9.65,6.56,5.19,8.69,1.54,2.06,9.27,2.77
PROT_0182,93.2,7.85,-1.511,572,38.74,13.92,1,7.67,2.75,3.75,0.94,8.27,6.29,3.78,8.27,2.73,8.42,2.36,6.45,1.56,5.92,2.43,3.81,8.17,7.98,2.05,6.39
PROT_0183,87.02,6.37,1.879,720,31.97,18.09,0,3.45,3.97,1.37,6.55,9.13,2.92,4.59,1.06,7.62,5.86,4.27,2.98,9.09,5.83,6.75,6.73,2.24,7.42,3.03,5.14
PROT_0184,34.93,5.31,-0.609,559,27.19,23.99,1,1.34,5.93,6.38,7.09,1.86,2.7,8.58,7.06,6.81,7.2,4.32,2.39,6.28,3.68,1.93,7.93,4.68,4.31,3.19,6.34
PROT_0185,34.94,8.78,1.063,237,30.45,19.44,1,6.9,5.01,6.85,1.91,4.53,3.95,6.56,4.6,3.99,6.26,4.35,5.96,7.01,5.15,3.35,5.16,3.05,1.23,7.61,6.56
PROT_0186,16.37,10.45,0.623,161,26.02,20.8,1,4.27,5.64,4.69,2.25,8.34,1.68,11.36,3.14,1.54,2.36,3.28,1.55,8.15,5.41,6.51,7.96,7.59,1.73,3.59,8.97
PROT_0187,80.66,5.25,0.997,505,25.24,20.81,1,7.73,1.46,5.67,8.89,4.47,4.07,6.94,7.92,3.19,1.29,1.54,3.52,8.95,9.08,1.76,7.09,5.45,2.55,5.4,3.05
PROT_0188,91.22,8.26,0.253,299,20.94,23.4,1,1.87,6.48,4.06,4.93,6.71,8.59,2.4,2.52,4.43,3.88,2.33,9.59,4.79,4.01,3.69,9.53,3.77,4.17,7.57,4.68
PROT_0189,73.41,10.48,-1.381,118,31.88,24.29,1,6.34,7.5,2.64,7.75,4.04,3.67,6.05,7.91,5.11,4.55,7.98,2.99,2.97,2.41,6.99,0.96,6.74,5.79,2.8,4.81
PROT_0190,75.51,4.55,-1.776,422,35.16,15.56,1,3.54,1.89,3.63,5.26,2.61,7.0,1.54,3.88,7.81,6.42,6.34,6.87,2.16,7.11,6.08,5.22,7.74,5.36,3.12,6.39
PROT_0191,94.05,8.03,-1.64,522,30.78,16.45,1,6.87,3.78,7.22,1.61,6.11,5.95,6.66,7.2,5.16,5.15,1.14,4.4,2.98,4.68,3.03,5.6,1.83,5.44,7.68,7.5
PROT_0192,60.16,8.79,0.304,195,34.0,15.03,1,7.45,2.15,3.71,4.87,7.1,5.47,3.1,4.23,4.53,6.71,7.24,4.91,2.57,4.2,5.66,5.58,9.19,5.27,2.93,3.13
PROT_0193,80.21,5.03,1.33,374,25.66,14.74,0,4.39,3.98,2.52,3.81,6.41,7.36,2.34,3.85,7.8,7.64,6.14,4.61,8.65,2.88,6.66,2.23,7.02,1.65,7.11,2.96
PROT_0194,88.14,5.9,-0.14,88,26.29,23.25,0,3.61,7.28,3.31,4.63,3.52,6.77,2.57,5.23,6.85,5.25,5.84,8.77,6.41,6.2,3.88,8.09,5.07,2.91,1.36,2.48
PROT_0195,40.98,7.71,-0.666,482,30.59,19.06,1,4.07,3.11,7.84,6.28,7.94,1.06,7.96,6.19,2.79,4.0,8.85,1.71,3.47,7.96,5.23,2.42,4.98,4.63,8.44,1.08
PROT_0196,115.86,8.29,0.502,312,33.54,21.9,0,2.15,3.67,3.71,5.9,2.78,8.73,4.91,7.4,5.9,7.93,8.02,7.42,1.13,5.34,3.14,2.11,8.08,6.15,1.59,3.95
PROT_0197,48.34,7.9,1.794,201,30.64,14.92,0,2.59,1.95,7.98,7.53,3.25,4.82,2.34,1.84,4.81,6.72,7.18,3.1,6.02,4.68,1.82,8.16,8.02,1.89,7.7,7.58
PROT_0198,39.38,8.81,-0.563,784,25.11,20.39,1,3.15,7.28,6.16,6.44,7.29,3.86,3.84,4.07,7.68,7.39,7.68,2.83,6.54,1.6,2.17,6.42,5.31,2.78,4.98,2.51
PROT_0199,79.79,8.82,1.467,332,25.39,28.1,0,2.06,8.06,4.88,6.4,2.48,4.2,4.92,2.31,2.84,4.37,9.09,8.72,8.93,2.81,6.59,2.64,2.66,2.43,8.97,4.63
PROT_0200,69.19,8.41,-1.803,378,34.01,16.04,1,3.89,1.15,6.37,3.7,3.19,5.44,6.43,5.31,4.79,7.43,6.76,4.76,4.24,7.07,1.16,8.34,4.74,3.82,6.37,5.04
PROT_0201,76.98,8.99,-1.192,545,31.84,17.02,1,4.36,3.56,8.04,4.9,4.57,6.21,1.42,5.38,2.17,8.06,4.82,7.14,1.92,7.62,8.99,6.92,2.11,4.5,4.81,2.48
PROT_0202,30.76,10.08,-1.285,132,32.28,21.07,1,2.68,5.96,7.56,6.74,6.16,1.74,1.67,4.16,3.52,4.72,3.68,6.7,4.63,7.88,3.64,3.65,6.53,7.6,5.03,5.72
PROT_0203,15.69,10.18,-0.888,723,24.96,23.18,1,3.32,6.67,8.5,3.17,2.31,8.01,8.5,0.91,6.95,0.98,4.83,4.84,7.28,5.7,4.79,2.6,6.11,4.48,4.39,5.65
PROT_0204,93.68,6.52,-1.857,386,33.92,7.98,1,8.76,3.0,2.78,1.56,4.33,2.41,1.35,6.49,6.72,4.16,1.87,2.07,10.4,2.56,3.72,7.27,7.63,6.43,6.34,10.14
PROT_0205,118.56,6.01,0.435,404,29.3,16.87,0,3.89,3.97,1.45,4.37,5.36,3.28,1.99,6.53,3.13,5.17,5.16,6.54,5.86,1.79,6.82,6.0,8.91,4.82,6.48,8.47
PROT_0206,50.05,7.92,0.55,91,29.42,24.96,1,5.0,8.68,3.65,1.89,5.29,4.95,5.83,4.74,2.28,5.66,6.43,8.56,0.88,1.06,5.78,1.8,7.53,7.15,8.71,4.12
PROT_0207,80.86,10.24,0.148,423,33.5,9.39,0,2.74,3.45,7.91,3.68,5.42,3.82,1.03,6.99,3.97,7.33,6.38,1.23,2.52,3.88,3.94,6.88,9.02,7.97,6.64,5.2
PROT_0208,55.9,8.17,1.458,395,36.15,20.52,0,6.34,3.72,6.05,6.7,2.91,5.92,3.02,4.58,2.26,5.64,6.45,7.08,3.29,7.66,2.77,1.01,7.76,5.23,6.76,4.83
PROT_0209,106.76,6.17,-0.691,180,25.2,18.96,1,8.71,7.38,3.44,1.78,8.88,4.34,8.46,3.72,5.72,2.57,4.36,1.34,2.82,1.83,5.55,8.18,9.13,2.38,4.06,5.35
PROT_0210,35.22,5.94,-0.723,531,26.79,12.71,1,6.64,2.06,7.04,4.81,6.95,5.34,0.97,8.79,6.73,5.95,1.67,4.87,1.33,5.32,6.49,3.57,5.8,3.57,8.46,3.64
PROT_0211,26.12,4.38,-0.294,263,28.15,12.34,1,2.57,2.92,4.32,1.42,8.24,7.02,3.57,5.18,4.82,2.84,9.15,4.43,4.0,2.05,8.13,5.05,6.23,2.71,6.53,8.83
PROT_0212,63.87,5.62,-1.105,711,27.14,22.09,1,4.72,4.7,6.32,5.41,4.85,2.83,6.2,5.5,5.22,4.3,7.24,5.78,3.85,1.62,6.16,6.88,3.87,3.78,5.31,5.48
PROT_0213,98.21,7.73,-0.397,503,34.99,16.73,0,8.06,3.96,6.38,6.11,7.09,7.82,4.44,1.11,4.62,3.64,4.51,2.22,6.92,5.64,1.88,1.69,7.31,7.15,3.44,5.99
PROT_0214,101.31,5.23,1.824,151,28.21,16.17,0,5.37,4.84,7.96,3.63,3.32,6.79,5.15,6.57,4.01,6.59,4.81,2.55,5.68,1.39,7.65,5.03,4.39,5.16,4.21,4.89
PROT_0215,74.88,10.39,-0.782,525,25.29,14.68,1,1.87,7.86,7.5,4.16,5.14,6.55,1.71,7.88,8.48,8.62,6.35,0.95,2.19,2.21,5.46,4.26,5.85,2.61,6.73,3.63
PROT_0216,55.19,6.67,0.18,758,31.06,13.93,0,9.36,3.9,1.71,1.02,9.39,4.41,2.04,3.47,4.11,5.65,1.4,6.97,7.97,4.02,8.32,8.36,2.96,6.96,4.32,3.67
PROT_0217,78.47,6.98,-1.281,601,23.72,27.07,1,4.84,2.47,4.1,8.56,7.86,2.19,9.16,6.46,2.03,1.51,1.05,6.88,4.94,4.53,9.1,1.62,6.23,4.35,4.69,7.44
PROT_0218,118.28,10.89,1.115,556,33.96,18.7,0,5.41,4.57,3.8,2.42,5.83,5.62,7.81,2.84,5.0,4.25,5.36,3.9,8.88,5.54,6.65,1.83,4.83,6.53,2.06,6.87
PROT_0219,45.37,4.25,1.691,391,21.85,17.39,1,1.48,7.81,1.56,4.55,6.65,8.36,1.48,5.81,7.09,3.31,1.28,3.55,6.94,4.53,4.87,4.53,6.59,4.15,8.36,7.1
PROT_0220,92.59,8.61,-0.521,259,33.36,13.9,1,7.54,3.13,6.23,5.8,5.75,6.46,3.39,7.14,1.16,5.01,2.0,1.58,7.53,3.05,6.11,3.25,3.1,7.17,6.01,8.59
PROT_0221,101.05,4.37,-0.144,567,36.88,19.87,0,6.86,2.67,2.24,4.9,1.11,8.41,8.28,5.42,7.16,7.28,6.63,4.02,3.79,5.92,6.42,2.14,5.29,7.31,1.27,2.88
PROT_0222,83.47,5.91,-0.919,180,29.06,17.73,1,4.58,8.27,8.07,2.69,6.2,3.91,2.92,5.01,4.26,3.12,7.09,3.85,3.33,5.01,8.33,1.63,5.01,3.63,7.46,5.63
PROT_0223,17.49,4.64,1.754,752,22.64,22.46,0,7.01,4.6,8.1,7.88,7.74,6.41,2.8,4.11,7.34,2.66,6.03,7.18,8.63,1.13,1.91,1.97,5.1,3.03,3.61,2.78
PROT_0224,95.84,6.26,-1.352,155,33.89,16.88,1,7.02,4.95,5.41,1.53,6.39,1.59,5.07,6.68,4.48,7.13,6.66,5.33,2.41,3.82,6.92,4.96,6.83,2.56,3.56,6.7
PROT_0225,74.99,5.75,-0.216,589,32.34,15.54,0,7.58,4.22,3.79,1.46,9.11,3.21,4.71,5.15,8.87,6.16,2.47,5.15,2.18,7.51,2.81,6.44,8.74,7.05,1.83,1.57
PROT_0226,71.21,10.94,-0.666,390,40.48,15.76,1,7.38,1.08,1.44,4.85,2.54,4.26,4.85,1.11,7.91,8.52,5.69,4.98,8.1,8.92,1.75,3.25,4.79,7.73,8.61,2.24
PROT_0227,34.89,4.25,-1.899,687,20.71,27.7,1,1.27,8.49,5.81,3.65,7.39,3.46,7.3,6.68,3.07,2.41,5.1,8.26,5.91,3.14,3.84,1.67,6.13,4.58,7.63,4.21
PROT_0228,112.11,4.26,-1.434,749,36.44,11.18,0,5.13,1.49,5.57,3.58,5.52,8.09,4.79,9.47,1.27,1.43,7.69,1.32,1.96,7.85,6.66,4.87,6.75,8.43,2.22,5.91
PROT_0229,118.13,8.75,-0.703,780,30.29,23.5,1,5.06,8.94,1.36,7.06,2.1,2.46,1.4,3.63,7.86,4.93,2.45,6.1,8.07,1.89,5.28,7.91,2.88,7.95,4.67,8.01
PROT_0230,23.48,4.05,1.705,747,35.6,11.98,0,6.52,4.29,10.67,3.22,1.55,2.82,1.73,3.82,8.62,2.77,4.77,2.74,3.52,6.88,2.43,8.95,7.37,4.83,2.67,9.83
PROT_0231,27.34,7.71,-1.617,450,32.72,18.06,1,7.8,4.12,7.18,6.91,6.28,2.48,5.87,4.96,4.09,8.2,5.64,1.16,2.28,4.78,8.3,5.77,6.99,3.59,0.9,2.71
PROT_0232,20.51,7.76,-1.368,109,30.03,20.61,1,5.82,5.42,6.94,3.01,1.55,2.11,2.45,8.99,9.63,5.73,2.55,9.73,1.55,4.47,3.02,3.41,6.85,9.43,5.31,2.03
PROT_0233,78.99,5.25,-0.506,548,20.3,19.83,1,6.38,1.86,3.53,5.67,7.05,5.41,8.75,10.29,3.48,2.26,3.46,3.55,5.34,3.17,10.22,1.88,7.1,1.69,5.58,3.34
PROT_0234,58.23,7.65,1.449,301,28.06,15.32,1,2.85,4.39,3.56,4.18,1.34,6.35,3.66,2.08,5.39,4.95,8.14,3.09,3.8,2.5,8.46,9.94,9.5,6.44,6.2,3.18
PROT_0235,88.15,4.69,-0.019,165,31.98,19.93,1,4.37,4.29,0.94,4.03,7.35,2.68,4.07,2.49,7.76,7.9,7.66,7.54,3.95,1.16,8.24,6.31,4.6,4.01,3.78,6.88
PROT_0236,88.91,4.01,0.509,474,31.09,23.74,1,7.02,6.53,4.2,2.67,3.81,2.84,9.01,1.03,6.34,2.22,4.63,5.53,5.64,8.83,4.67,2.03,6.61,2.4,7.98,5.99
PROT_0237,73.67,4.47,0.837,289,33.34,13.02,0,3.62,1.17,4.38,3.11,8.63,5.33,7.39,7.34,1.57,8.1,6.91,1.35,8.62,6.41,8.16,1.81,3.89,5.96,3.89,2.34
PROT_0238,86.22,7.73,-0.831,715,32.44,20.72,1,9.48,3.03,1.95,5.12,9.11,6.0,9.29,2.78,7.43,2.92,4.02,3.28,6.87,3.37,1.51,3.96,5.18,5.53,2.03,7.12
PROT_0239,71.85,4.92,-0.613,534,35.2,20.38,1,6.41,7.43,6.47,7.4,1.24,7.05,4.0,1.35,7.1,2.81,7.51,1.55,2.72,5.68,4.27,6.93,4.44,5.19,2.84,7.6
PROT_0240,65.85,10.8,1.079,128,35.13,23.95,0,6.36,3.39,1.47,8.27,2.89,8.91,6.36,4.4,3.82,6.37,3.68,5.93,6.8,8.02,4.68,3.5,2.05,7.58,2.38,3.12
PROT_0241,51.1,6.61,0.159,246,28.84,28.85,1,4.41,5.39,2.64,9.84,7.82,3.77,10.3,9.03,7.64,7.39,2.51,3.32,1.45,4.06,2.26,3.53,2.81,6.4,1.39,4.07
PROT_0242,61.42,8.82,0.927,121,28.05,22.39,0,3.2,7.99,3.99,4.73,1.99,4.41,3.34,0.89,6.58,8.42,3.43,6.33,4.53,3.11,8.17,8.46,5.31,2.0,5.24,7.89
PROT_0243,78.33,7.58,-1.776,762,34.83,18.84,1,6.54,1.89,1.13,6.04,2.75,3.88,3.63,5.96,2.54,5.28,7.4,7.28,2.54,1.61,7.96,6.53,8.86,9.01,4.19,4.99
PROT_0244,77.78,5.01,-0.787,617,33.96,21.13,1,4.14,6.73,4.38,4.05,1.0,3.71,3.41,4.53,5.47,2.66,8.13,6.94,4.28,4.5,2.24,6.83,8.21,6.83,4.27,7.7
PROT_0245,17.82,4.02,-0.949,735,24.27,17.24,1,1.46,8.82,7.14,1.64,4.29,8.45,4.33,5.49,6.77,7.14,2.04,2.45,4.06,5.48,1.26,7.72,7.79,3.42,5.52,4.73
PROT_0246,75.4,9.92,-1.349,139,31.21,19.69,1,4.58,6.01,7.88,4.15,4.74,6.28,2.8,1.81,3.05,8.68,1.4,6.73,5.44,5.32,7.69,5.81,4.61,6.33,1.81,4.9
